step,material_sweeps,mass,bonds,accepted_exchanges,largest_dense_component,initial_overlap
5300,53,1601,2887,34,110,0.9569019362898189
5400,54,1601,2887,35,110,0.9556527170518426
5500,55,1601,2887,34,110,0.9544034978138664
5600,56,1601,2887,35,110,0.9569019362898189
5700,57,1601,2887,35,110,0.9556527170518426
5800,58,1601,2887,34,110,0.9556527170518426
5900,59,1601,2887,35,110,0.9556527170518426
6000,60,1601,2887,34,110,0.9569019362898189
6100,61,1601,2887,32,110,0.9556527170518426
6200,62,1601,2887,36,110,0.9550281074328545
6300,63,1601,2887,35,110,0.9556527170518426
6400,64,1601,2887,33,110,0.9562773266708308
6500,65,1601,2887,36,110,0.9556527170518426
6600,66,1601,2887,36,110,0.9569019362898189
6700,67,1601,2887,35,110,0.9562773266708308
6800,68,1601,2887,34,110,0.9569019362898189
6900,69,1601,2888,31,110,0.9550281074328545
7000,70,1601,2888,34,110,0.9569019362898189
7100,71,1601,2888,37,110,0.9569019362898189
7200,72,1601,2888,34,110,0.9562773266708308
7300,73,1601,2888,34,110,0.957526545908807
7400,74,1601,2888,34,110,0.9562773266708308
7500,75,1601,2888,32,110,0.9562773266708308
7600,76,1601,2888,34,110,0.9544034978138664
7700,77,1601,2888,33,110,0.9544034978138664
7800,78,1601,2888,34,110,0.957526545908807
7900,79,1601,2888,31,110,0.9550281074328545
8000,80,1601,2888,33,110,0.9562773266708308
8100,81,1601,2888,32,110,0.9550281074328545
8200,82,1601,2888,34,110,0.9550281074328545
8300,83,1601,2888,33,110,0.9562773266708308
8400,84,1601,2888,36,110,0.9569019362898189
8500,85,1601,2888,33,110,0.9550281074328545
8600,86,1601,2888,33,110,0.9556527170518426
8700,87,1601,2888,31,110,0.9550281074328545
8800,88,1601,2888,32,110,0.9550281074328545
8900,89,1601,2888,34,110,0.9556527170518426
9000,90,1601,2888,32,110,0.9556527170518426
9100,91,1601,2888,35,110,0.9562773266708308
9200,92,1601,2888,33,110,0.9550281074328545
9300,93,1601,2888,36,110,0.9556527170518426
9400,94,1601,2888,35,110,0.9544034978138664
9500,95,1601,2888,35,110,0.9556527170518426
9600,96,1601,2889,33,110,0.9556527170518426
9700,97,1601,2889,30,110,0.9556527170518426
9800,98,1601,2889,32,110,0.9581511555277952
9900,99,1601,2889,33,110,0.9556527170518426
10000,100,1601,2889,34,110,0.9550281074328545
10100,101,1601,2889,33,110,0.957526545908807
10200,102,1601,2889,35,110,0.9569019362898189
10300,103,1601,2889,32,110,0.9556527170518426
10400,104,1601,2889,29,110,0.9556527170518426
10500,105,1601,2889,30,110,0.9562773266708308
10600,106,1601,2889,29,110,0.9562773266708308
10700,107,1601,2889,30,110,0.9562773266708308
10800,108,1601,2889,30,110,0.9569019362898189
10900,109,1601,2889,31,110,0.9562773266708308
11000,110,1601,2889,30,110,0.9556527170518426
11100,111,1601,2889,32,110,0.9562773266708308
11200,112,1601,2889,30,110,0.9569019362898189
11300,113,1601,2889,29,110,0.9569019362898189
11400,114,1601,2889,29,110,0.9562773266708308
11500,115,1601,2889,33,110,0.9594003747657714
11600,116,1601,2889,35,110,0.9556527170518426
11700,117,1601,2889,32,110,0.9562773266708308
11800,118,1601,2889,31,110,0.9556527170518426
11900,119,1601,2889,29,110,0.9550281074328545
12000,120,1601,2889,29,110,0.9569019362898189
12100,121,1601,2889,32,110,0.9544034978138664
12200,122,1601,2889,31,110,0.9556527170518426
12300,123,1601,2889,28,110,0.9562773266708308
12400,124,1601,2889,30,110,0.9562773266708308
12500,125,1601,2889,30,110,0.9562773266708308
12600,126,1601,2889,31,110,0.957526545908807
12700,127,1601,2889,29,110,0.9562773266708308
12800,128,1601,2889,31,110,0.9556527170518426
12900,129,1601,2889,32,110,0.9569019362898189
13000,130,1601,2889,34,110,0.9556527170518426
13100,131,1601,2889,33,110,0.9556527170518426
13200,132,1601,2889,35,110,0.9562773266708308
13300,133,1601,2889,33,110,0.9544034978138664
13400,134,1601,2889,34,110,0.9562773266708308
13500,135,1601,2889,35,110,0.9556527170518426
13600,136,1601,2889,32,110,0.9569019362898189
13700,137,1601,2889,32,110,0.9544034978138664
13800,138,1601,2889,31,110,0.9550281074328545
13900,139,1601,2889,32,110,0.9550281074328545
14000,140,1601,2889,35,110,0.9550281074328545
