step,material_sweeps,mass,bonds,accepted_exchanges,largest_dense_component,initial_overlap
7500,75,1599,2880,32,110,0.9562226391494684
7600,76,1599,2881,36,110,0.9549718574108818
7700,77,1599,2881,31,110,0.9549718574108818
7800,78,1599,2881,33,110,0.9580988117573483
7900,79,1599,2881,31,110,0.9555972482801751
8000,80,1599,2881,31,110,0.9562226391494684
8100,81,1599,2881,32,110,0.9549718574108818
8200,82,1599,2881,32,110,0.9568480300187617
8300,83,1599,2881,36,110,0.9568480300187617
8400,84,1599,2881,34,110,0.9555972482801751
8500,85,1599,2881,31,110,0.9568480300187617
8600,86,1599,2881,33,110,0.9562226391494684
8700,87,1599,2881,29,110,0.9568480300187617
8800,88,1599,2881,29,110,0.9568480300187617
8900,89,1599,2881,32,110,0.957473420888055
9000,90,1599,2881,36,110,0.9555972482801751
9100,91,1599,2881,34,110,0.9555972482801751
9200,92,1599,2881,32,110,0.9562226391494684
9300,93,1599,2881,35,110,0.9568480300187617
9400,94,1599,2881,31,110,0.9562226391494684
9500,95,1599,2881,31,110,0.9568480300187617
9600,96,1599,2881,29,110,0.9568480300187617
9700,97,1599,2881,32,110,0.9562226391494684
9800,98,1599,2881,32,110,0.957473420888055
9900,99,1599,2881,30,110,0.9568480300187617
10000,100,1599,2881,31,110,0.9549718574108818
10100,101,1599,2881,32,110,0.9562226391494684
10200,102,1599,2881,31,110,0.9549718574108818
10300,103,1599,2881,32,110,0.9549718574108818
10400,104,1599,2881,30,110,0.9568480300187617
10500,105,1599,2881,35,110,0.9562226391494684
10600,106,1599,2881,35,110,0.9562226391494684
10700,107,1599,2881,30,110,0.9555972482801751
10800,108,1599,2881,34,110,0.9580988117573483
10900,109,1599,2881,31,110,0.9555972482801751
11000,110,1599,2881,32,110,0.957473420888055
11100,111,1599,2881,35,110,0.9555972482801751
11200,112,1599,2881,36,110,0.9587242026266416
11300,113,1599,2881,35,110,0.9555972482801751
11400,114,1599,2881,34,110,0.9568480300187617
11500,115,1599,2881,33,110,0.9555972482801751
11600,116,1599,2881,32,110,0.9568480300187617
11700,117,1599,2881,34,110,0.9568480300187617
11800,118,1599,2881,32,110,0.9562226391494684
11900,119,1599,2881,30,110,0.957473420888055
12000,120,1599,2881,27,110,0.9562226391494684
12100,121,1599,2881,31,110,0.9562226391494684
12200,122,1599,2881,34,110,0.9549718574108818
12300,123,1599,2881,33,110,0.9549718574108818
12400,124,1599,2881,30,110,0.9562226391494684
12500,125,1599,2881,30,110,0.9568480300187617
12600,126,1599,2881,32,110,0.9580988117573483
12700,127,1599,2881,31,110,0.9562226391494684
12800,128,1599,2881,32,110,0.9580988117573483
12900,129,1599,2881,31,110,0.9562226391494684
13000,130,1599,2881,32,110,0.9562226391494684
13100,131,1599,2881,33,110,0.9555972482801751
13200,132,1599,2881,33,110,0.9549718574108818
13300,133,1599,2881,32,110,0.9562226391494684
13400,134,1599,2881,30,110,0.9562226391494684
13500,135,1599,2881,30,110,0.9568480300187617
13600,136,1599,2881,31,110,0.9549718574108818
13700,137,1599,2881,32,110,0.9568480300187617
13800,138,1599,2881,31,110,0.9568480300187617
13900,139,1599,2881,32,110,0.9549718574108818
14000,140,1599,2881,31,110,0.9562226391494684
