mode,dx,dt,seed,size,time,maximum,total_v,minimum,spots_0.15,spots_0.2,spots_0.25
seeded,1.0,1.0,0,144.0,1600.0,0.36821132491739617,195.18840436585552,9.398470466135584e-40,8,8,8
seeded,1.0,1.0,0,144.0,1700.0,0.38932999309956273,215.91201295527418,3.0021721582259865e-39,8,8,10
seeded,1.0,1.0,0,144.0,1800.0,0.392604713947989,249.3091957259322,1.396202291144609e-38,8,10,11
seeded,1.0,1.0,0,144.0,1900.0,0.3955568976362278,290.29821858062564,7.642564434339325e-38,10,12,15
seeded,1.0,1.0,0,144.0,2000.0,0.3813804081641455,327.4962230229622,3.978819273881425e-37,15,15,16
seeded,1.0,1.0,0,144.0,2100.0,0.38343809491798186,366.6721266553851,2.1409464564558695e-36,16,16,18
seeded,1.0,1.0,0,144.0,2200.0,0.38761733287298555,407.12299455583536,1.4246374675766152e-35,18,18,21
seeded,1.0,1.0,0,144.0,2300.0,0.38286640864210963,440.00472532906167,1.0741376409456012e-34,20,21,23
seeded,1.0,1.0,0,144.0,2400.0,0.374103862376861,459.56969367324916,6.1493380319974984e-34,22,23,24
seeded,1.0,1.0,0,144.0,2500.0,0.3825572116580185,491.42427029741145,2.5325954041791674e-33,23,24,24
seeded,1.0,1.0,0,144.0,2600.0,0.39539334982651403,534.3604423449677,8.450975654099578e-33,24,24,27
seeded,1.0,1.0,0,144.0,2700.0,0.3875130630547343,582.381784397023,2.581376207354522e-32,26,27,28
seeded,1.0,1.0,0,144.0,2800.0,0.38789734866863024,632.1623799891576,1.2646245870685229e-31,27,29,33
seeded,1.0,1.0,0,144.0,2900.0,0.38145224735130034,673.8224195442924,7.741718841017509e-31,31,34,34
seeded,1.0,1.0,0,144.0,3000.0,0.3843685295602301,723.3997843130805,6.456812174827686e-30,32,35,37
seeded,1.0,1.0,0,144.0,3100.0,0.39346606240023585,772.4182466492256,5.690799899814199e-29,33,37,40
seeded,1.0,1.0,0,144.0,3200.0,0.38611384945598065,817.1198594330981,3.8652518641765488e-28,36,39,42
seeded,1.0,1.0,0,144.0,3300.0,0.3940408187073961,864.0126286486413,1.7155006560253395e-27,41,41,46
seeded,1.0,1.0,0,144.0,3400.0,0.37793543430018517,899.8685155002174,6.291620383483542e-27,43,46,47
seeded,1.0,1.0,0,144.0,3500.0,0.373832404626354,930.4235997272051,2.9703272570475587e-26,46,46,48
seeded,1.0,1.0,0,144.0,3600.0,0.37483079162677074,964.8979349895139,1.1730681311149201e-25,46,46,48
seeded,1.0,1.0,0,144.0,3700.0,0.388884447382661,1000.621798173429,3.9421717463721674e-25,45,47,52
seeded,1.0,1.0,0,144.0,3800.0,0.39255167478396175,1044.0183044148494,1.2825984452029692e-24,44,49,57
seeded,1.0,1.0,0,144.0,3900.0,0.3944550841853318,1086.7749982156054,3.757667977117682e-24,48,53,59
seeded,1.0,1.0,0,144.0,4000.0,0.39142332123178725,1126.6953728388808,1.4398660866235035e-23,54,56,60
