mode,control,seed,generation,positive_fraction,mean_response,parent_child_corr,total_flow,work_in,work_spent,duration
gated,faithful,2,39,0.92578125,1.3242725117155405,0.7483601837045065,1.0,256.0,256.0,256.0
gated,faithful,2,40,0.92578125,1.3242725117155405,0.5486836773298674,0.9999999999999998,256.0,256.0,256.0
gated,faithful,3,1,0.65625,1.1189990868680884,0.8874717114506431,1.0,256.0,256.0,256.0
gated,faithful,3,2,0.7265625,1.172548675958728,0.8906276969242264,0.9999999999999999,256.0,256.0,256.0
gated,faithful,3,3,0.8125,1.2379981737361763,0.784497556042347,0.9999999999999999,256.0,256.0,256.0
gated,faithful,3,4,0.84765625,1.2647729682814965,0.7929505753486344,0.9999999999999994,256.0,256.0,256.0
gated,faithful,3,5,0.84765625,1.2647729682814965,0.7393811382542339,0.9999999999999999,256.0,256.0,256.0
gated,faithful,3,6,0.859375,1.2736978997966029,0.7756711253039363,0.9999999999999999,256.0,256.0,256.0
gated,faithful,3,7,0.8828125,1.2915477628268164,0.7771345541992842,0.9999999999999999,256.0,256.0,256.0
gated,faithful,3,8,0.875,1.2855978084834119,0.5855400437691199,1.0,256.0,256.0,256.0
gated,faithful,3,9,0.8828125,1.2915477628268162,0.6330383115791781,0.9999999999999998,256.0,256.0,256.0
gated,faithful,3,10,0.8828125,1.2915477628268164,0.7577893744564251,1.0,256.0,256.0,256.0
gated,faithful,3,11,0.8828125,1.2915477628268162,0.7537569850557765,1.0,256.0,256.0,256.0
gated,faithful,3,12,0.8671875,1.2796478541400074,0.7027240267949422,1.0,256.0,256.0,256.0
gated,faithful,3,13,0.91015625,1.3123726030287317,0.735893418270128,0.9999999999999998,256.0,256.0,256.0
gated,faithful,3,14,0.90234375,1.3064226486853272,0.7030796453136167,1.0,256.0,256.0,256.0
gated,faithful,3,15,0.8984375,1.303447671513625,0.6585001928460121,1.0,256.0,256.0,256.0
gated,faithful,3,16,0.89453125,1.300472694341923,0.6170909247206914,1.0000000000000002,256.0,256.0,256.0
gated,faithful,3,17,0.875,1.2855978084834119,0.6119522830317892,1.0,256.0,256.0,256.0
gated,faithful,3,18,0.8515625,1.2677479454531986,0.7159985861466082,0.9999999999999998,256.0,256.0,256.0
gated,faithful,3,19,0.8671875,1.2796478541400074,0.7235018670334538,1.0,256.0,256.0,256.0
gated,faithful,3,20,0.92578125,1.3242725117155405,0.59217043254409,0.9999999999999998,256.0,256.0,256.0
gated,faithful,3,21,0.91015625,1.3123726030287317,0.7361775712106092,0.9999999999999998,256.0,256.0,256.0
gated,faithful,3,22,0.93359375,1.3302224660589448,0.34589506258008457,1.0,256.0,256.0,256.0
gated,faithful,3,23,0.9296875,1.3272474888872425,0.6951455987888571,1.0000000000000004,256.0,256.0,256.0
gated,faithful,3,24,0.9375,1.333197443230647,0.6956083436402525,1.0,256.0,256.0,256.0
gated,faithful,3,25,0.9296875,1.3272474888872425,0.7704873741021286,1.0000000000000004,256.0,256.0,256.0
gated,faithful,3,26,0.90234375,1.3064226486853272,0.6128700972453796,1.0,256.0,256.0,256.0
gated,faithful,3,27,0.92578125,1.3242725117155403,0.59217043254409,1.0,256.0,256.0,256.0
